antecedent_str,consequent_str,support,confidence,lift,leverage,conviction,support_count,antecedent_len,consequent_len,min_support_used,algo
crackers,packaged vegetables fruits,0.05270530834869129,0.4588879098455688,1.2546424624670771,0.010697078972288908,1.172119557800434,9895,1,1,0.003,apriori
cream,fresh fruits,0.05757369155543245,0.623608146310506,1.1183783789905624,0.006094073711426992,1.1753699550476282,10809,1,1,0.003,apriori
cream,packaged vegetables fruits,0.03745565723173291,0.4057001096174926,1.1092220423173766,0.003688155502790627,1.0672188807305034,7032,1,1,0.003,apriori
digestion,packaged vegetables fruits,0.003275772070181419,0.40513833992094855,1.1076861114281784,0.00031846129740495865,1.0662110308941324,615,1,1,0.003,apriori
dish detergents,fresh vegetables,0.013449308093021273,0.4951951363012355,1.115123067726986,0.001388479577980592,1.101272701215708,2525,1,1,0.003,apriori
dish detergents,packaged vegetables fruits,0.011169583790521034,0.4112571092371053,1.1244153989892178,0.0012359028745874568,1.0772920977617584,2097,1,1,0.003,apriori
doughs gelatins bake mixes,fresh fruits,0.017257726028272843,0.6139852188743604,1.1011206281884718,0.0015848509712823138,1.1460692641386765,3240,1,1,0.003,apriori
doughs gelatins bake mixes,fresh vegetables,0.015095183816088036,0.5370475649043017,1.209369971935846,0.002613326182459937,1.2008313893358142,2834,1,1,0.003,apriori
doughs gelatins bake mixes,packaged vegetables fruits,0.012160305099551513,0.4326321773735077,1.1828568343521209,0.0018798512471527116,1.1178781004819454,2283,1,1,0.003,apriori
dry pasta,fresh fruits,0.048055309946628884,0.6885446081050142,1.2348353805688643,0.009138940442792065,1.420427090568652,9022,1,1,0.003,apriori
dry pasta,fresh vegetables,0.04708056801355051,0.6745783408379761,1.5190736211104976,0.016087621154837424,1.7083307154904992,8839,1,1,0.003,apriori
dry pasta,packaged cheese,0.029455316338379264,0.4220407540257956,1.8280026587221345,0.013341928210721943,1.3307593141604854,5530,1,1,0.003,apriori
dry pasta,packaged vegetables fruits,0.03637971258429121,0.5212546745020225,1.4251590298157588,0.01085293850280902,1.3248130687700257,6830,1,1,0.003,apriori
eggs,fresh fruits,0.09558330048683832,0.6997192544646338,1.2548759829173164,0.019413781117579437,1.4732868581452534,17945,1,1,0.003,apriori
eggs,fresh vegetables,0.08436577856846098,0.6176011853700382,1.3907675539904967,0.023704470842096335,1.453790635753732,15839,1,1,0.003,apriori
eggs,packaged vegetables fruits,0.06868468430079577,0.5028074553536613,1.374722607409776,0.018722107173901763,1.2756588381336886,12895,1,1,0.003,apriori
energy granola bars,fresh fruits,0.05989602752713831,0.6884834384375192,1.2347256789333403,0.011386444751730639,1.420148174249099,11245,1,1,0.003,apriori
energy granola bars,packaged vegetables fruits,0.03969276986502754,0.45625420926957694,1.2474416787785825,0.007873430700496627,1.1664422504867287,7452,1,1,0.003,apriori
fresh dips tapenades,fresh fruits,0.06871664305269998,0.7039724980901452,1.26250374682562,0.01428778038557691,1.4944546479537293,12901,1,1,0.003,apriori
fresh dips tapenades,fresh vegetables,0.057610976765987365,0.5901997162501365,1.3290625652593002,0.01426390020849854,1.3565823106449981,10816,1,1,0.003,apriori
fresh dips tapenades,packaged vegetables fruits,0.0534669919357416,0.5477463712757831,1.4975898063998438,0.01776496478033883,1.4024167492507689,10038,1,1,0.003,apriori
fresh herbs,fresh fruits,0.07015478688838939,0.7557378930456736,1.355339767074374,0.018393015712867132,1.8111678543493308,13171,1,1,0.003,apriori
fresh pasta,fresh fruits,0.00702027250162457,0.6537698412698413,1.1724703399692653,0.0010326818033314289,1.2777618153596693,1318,1,1,0.003,apriori
fresh vegetables,fresh fruits,0.3178937051911666,0.7158604310851495,1.283823556887693,0.07027891148710039,1.5569801764705646,59682,1,1,0.003,apriori
fresh fruits,fresh vegetables,0.3178937051911666,0.5701103309929789,1.2838235568876928,0.07027891148710039,1.2931871964182655,59682,1,1,0.003,apriori
frozen appetizers sides,fresh fruits,0.0331412257246647,0.6392027943291556,1.1463458089787872,0.004230904366933831,1.2261726787177938,6222,1,1,0.003,apriori
frozen breads doughs,fresh fruits,0.008383845916204153,0.6885389326334209,1.234825202182392,0.0015943457493896099,1.4204012074184047,1574,1,1,0.003,apriori
frozen breakfast,fresh fruits,0.042110982092446014,0.6895168323739752,1.2365789668391352,0.008056559995903774,1.4248749120086983,7906,1,1,0.003,apriori
frozen meat seafood,fresh fruits,0.012916662227951124,0.6154822335025381,1.1038053730929311,0.0012147240576758384,1.1505311709809751,2425,1,1,0.003,apriori
frozen pizza,fresh fruits,0.02657902866700046,0.6227380506676651,1.1168179501213047,0.0027801376623263797,1.1726591481973139,4990,1,1,0.003,apriori
frozen produce,fresh fruits,0.089058388639729,0.7292711650019628,1.307874356973764,0.0209643946219875,1.634106230887897,16720,1,1,0.003,apriori
frozen vegan vegetarian,fresh fruits,0.01593143782424817,0.6429492691315563,1.1530647340621545,0.0021148346851312585,1.2390387076796583,2991,1,1,0.003,apriori
fruit vegetable snacks,fresh fruits,0.031697755430324596,0.6848101265822785,1.2281379642241976,0.0058881506842098155,1.4035973661025625,5951,1,1,0.003,apriori
grains rice dried goods,fresh fruits,0.027995866668087056,0.6998668442077229,1.2551406702511947,0.005690903302917664,1.4740113433435524,5256,1,1,0.003,apriori
granola,fresh fruits,0.02050153934655005,0.7270494899886664,1.303890006681494,0.00477817369339336,1.6208054571246062,3849,1,1,0.003,apriori
honeys syrups nectars,fresh fruits,0.013103088280725676,0.6482213438735177,1.162519668925844,0.001831805195397069,1.2576080681604767,2460,1,1,0.003,apriori
hot cereal pancake mixes,fresh fruits,0.03174569355818091,0.7059938403221986,1.266128820459189,0.006672657509078382,1.5047292772237686,5960,1,1,0.003,apriori
hot dogs bacon sausage,fresh fruits,0.05463348638024523,0.6499176276771005,1.1655617830190972,0.007760392927634932,1.2637016631710476,10257,1,1,0.003,apriori
instant foods,fresh fruits,0.03403607077798255,0.6551158499077301,1.1748842708446965,0.005066348718879718,1.2827486448216159,6390,1,1,0.003,apriori
juice nectars,fresh fruits,0.055581596020070095,0.623804399808704,1.1187303398661288,0.005898849392566297,1.175983121350577,10435,1,1,0.003,apriori
latino foods,fresh fruits,0.014599823161572796,0.6923465521596363,1.241653784167306,0.0028414543249941516,1.43798055655423,2741,1,1,0.003,apriori
lunch meat,fresh fruits,0.0723492878524784,0.698570253034355,1.2528153646193427,0.014599925978663011,1.4676709269896178,13583,1,1,0.003,apriori
meat counter,fresh fruits,0.015590544470603275,0.7159980430528377,1.2840703500866968,0.003449041110175518,1.5577346047429563,2927,1,1,0.003,apriori
milk,fresh fruits,0.16568482278872068,0.6765851005981511,1.2133872088312374,0.029137460509937374,1.3679013458239735,31106,1,1,0.003,apriori
missing,fresh fruits,0.013886077702378796,0.6502868545772013,1.1662239542631028,0.0019792071123702626,1.2650358785239784,2607,1,1,0.003,apriori
nuts seeds dried fruit,fresh fruits,0.05504362369634924,0.6836916969897453,1.2261321734369657,0.010151543634493672,1.3986344080792956,10334,1,1,0.003,apriori
oils vinegars,fresh fruits,0.04290995089005124,0.6382001109086589,1.1445475972891384,0.005419198219141365,1.2227744935533258,8056,1,1,0.003,apriori
other creams cheeses,fresh fruits,0.05680668150973144,0.6561058135958167,1.17665967097584,0.008528761469674392,1.2864412765366027,10665,1,1,0.003,apriori
packaged cheese,fresh fruits,0.15602795325499888,0.6758103587495674,1.2119977873846424,0.027291783206627757,1.3646323628507477,29293,1,1,0.003,apriori
packaged meat,fresh fruits,0.006626114561472659,0.6547368421052632,1.1742045585377687,0.000983047931136861,1.2813405254382573,1244,1,1,0.003,apriori
packaged poultry,fresh fruits,0.024038307890615847,0.6675048069812158,1.1971026171110228,0.003957900791826202,1.330544577606332,4513,1,1,0.003,apriori
packaged produce,fresh fruits,0.04013486593303576,0.644072142918198,1.1550784950637467,0.0053884256655102325,1.2429476011753653,7535,1,1,0.003,apriori
packaged seafood,fresh fruits,0.004607386732856793,0.7172470978441129,1.286310404006777,0.0010255244401278607,1.5646158634559677,865,1,1,0.003,apriori
packaged vegetables fruits,fresh fruits,0.27042963215476556,0.7393799059227868,1.3260033653126602,0.06648623409936125,1.6974887439809054,50771,1,1,0.003,apriori
fresh fruits,packaged vegetables fruits,0.27042963215476556,0.48498829822801737,1.3260033653126602,0.06648623409936125,1.2315216560129518,50771,1,1,0.003,apriori
pasta sauce,fresh fruits,0.0427661365064823,0.6864740082079342,1.2311219682760088,0.008028606344162567,1.4110462536857833,8029,1,1,0.003,apriori
pickled goods olives,fresh fruits,0.02077318873773583,0.6588950836289914,1.1816619457484272,0.0031935511667055203,1.2969607147794096,3900,1,1,0.003,apriori
popcorn jerky,fresh fruits,0.02847524794665019,0.6147654093836247,1.1025198212590195,0.0026478229901238243,1.1483903235259185,5346,1,1,0.003,apriori
poultry counter,fresh fruits,0.028390024608238966,0.7295373665480427,1.3083517626256163,0.0066909483970635265,1.6357145920857794,5330,1,1,0.003,apriori
prepared meals,fresh fruits,0.01800343023937105,0.6624852998823991,1.1881006368679503,0.0028503113193851376,1.3107567640673663,3380,1,1,0.003,apriori
prepared soups salads,fresh fruits,0.012341404693675362,0.6434323798944738,1.1539311445397935,0.0016463084116547268,1.2407174718231166,2317,1,1,0.003,apriori
preserved dips spreads,fresh fruits,0.020592089143611977,0.6450859335891873,1.1568966264880471,0.002792668977505429,1.2464980061940876,3866,1,1,0.003,apriori
refrigerated,fresh fruits,0.08679464371318085,0.6457045490569028,1.158006051001013,0.01184283872204707,1.248674446633996,16295,1,1,0.003,apriori
seafood counter,fresh fruits,0.006961681456466854,0.767018779342723,1.3755709000464393,0.0019007416995762225,1.8988641011633227,1307,1,1,0.003,apriori
soap,fresh fruits,0.011201542542425244,0.6621536523929471,1.1875058605106432,0.001768711164558668,1.3094700572754645,2103,1,1,0.003,apriori
soup broth bouillon,fresh fruits,0.05388245571049632,0.6474239999999999,1.1610897130247884,0.007475657763655871,1.2547640115927172,10116,1,1,0.003,apriori
soy lactosefree,fresh fruits,0.11800236494764091,0.6987100640237172,1.253066101542157,0.023831463027610827,1.4683519869914912,22154,1,1,0.003,apriori
specialty cheeses,fresh fruits,0.016448104313366217,0.6824309392265194,1.2238711314158208,0.003008695627961225,1.3930817916386198,3088,1,1,0.003,apriori
spices seasonings,fresh fruits,0.03329036656688434,0.6395824805566925,1.1470267379727237,0.004267183876546753,1.2274644052670756,6250,1,1,0.003,apriori
spreads,fresh fruits,0.05365874444716685,0.6861930386213473,1.2306180776314561,0.010055659605082722,1.4097828620745476,10074,1,1,0.003,apriori
tofu meat alternatives,fresh fruits,0.02320205388245571,0.7076023391812866,1.269013501099232,0.004918518000167727,1.513006892437494,4356,1,1,0.003,apriori
tortillas flat bread,fresh fruits,0.03926132671432072,0.6969553706505296,1.2499192357708528,0.007850235828830515,1.4598499141891728,7371,1,1,0.003,apriori
yogurt,fresh fruits,0.18879100041546376,0.715751211631664,1.283627682802234,0.041714863818501285,1.5563819240560581,35444,1,1,0.003,apriori
fresh herbs,fresh vegetables,0.07845873592483302,0.8451916456277254,1.903275358739135,0.03723572761729644,3.59107115430929,14730,1,1,0.003,apriori
fresh herbs,packaged vegetables fruits,0.05248692354401253,0.5654119807206793,1.54588923477743,0.01853434637145116,1.4594237201569822,9854,1,1,0.003,apriori
fresh pasta,fresh vegetables,0.006562197057664241,0.611111111111111,1.3761526456708233,0.001793687489842705,1.4295286692832259,1232,1,1,0.003,apriori
fresh pasta,packaged cheese,0.004479551725239957,0.4171626984126984,1.8068741337039294,0.0020003797443686167,1.3196215267806406,841,1,1,0.003,apriori
fresh pasta,packaged vegetables fruits,0.005571475748633764,0.5188492063492064,1.4185822549173943,0.0016439800187804405,1.318189790397812,1046,1,1,0.003,apriori
frozen appetizers sides,fresh vegetables,0.02843263627744458,0.5483870967741936,1.2349053066723519,0.005408493354242778,1.2309830207716672,5338,1,1,0.003,apriori
frozen breads doughs,fresh vegetables,0.007510306697489108,0.6167979002624673,1.3889586473842959,0.0021031574554057587,1.4507431358365164,1410,1,1,0.003,apriori
frozen breakfast,fresh vegetables,0.03221974837809334,0.5275597418454562,1.1880044746200673,0.005098850211108355,1.1767155872870418,6049,1,1,0.003,apriori
frozen meat seafood,fresh vegetables,0.010466491248628437,0.4987309644670051,1.1230853501932863,0.0011470826686597602,1.10904080728077,1965,1,1,0.003,apriori
frozen pizza,fresh vegetables,0.02149758711423123,0.5036815175340071,1.1342334320671403,0.002544180781416761,1.1201029892543992,4036,1,1,0.003,apriori
frozen produce,fresh vegetables,0.07727093564572658,0.632747415710734,1.4248751402809685,0.023040965972391088,1.5137478662219295,14507,1,1,0.003,apriori
frozen vegan vegetarian,fresh vegetables,0.014605149620223499,0.5894239036973344,1.3273155237186187,0.003601624565905152,1.3540189524880446,2742,1,1,0.003,apriori
grains rice dried goods,fresh vegetables,0.028991914435768235,0.7247669773635153,1.632092716462332,0.011228270162782255,2.019844168795871,5443,1,1,0.003,apriori
granola,fresh vegetables,0.014445355860702454,0.5122780506233472,1.1535918458472183,0.0019232875809171296,1.139845800548623,2712,1,1,0.003,apriori
honeys syrups nectars,fresh vegetables,0.010706181887910005,0.5296442687747036,1.1926985919360498,0.0017297464663411904,1.1819305664335171,2010,1,1,0.003,apriori
hot cereal pancake mixes,fresh vegetables,0.02523143462837298,0.5611229566453447,1.263585013092206,0.005263300813120299,1.266705160933018,4737,1,1,0.003,apriori
hot dogs bacon sausage,fresh vegetables,0.04944018919581127,0.5881383855024711,1.3244206831032963,0.012110517569144857,1.3497927368409837,9282,1,1,0.003,apriori
instant foods,fresh vegetables,0.028310127728478445,0.5449046545007177,1.2270632431573776,0.005238678162738729,1.2215633961768182,5315,1,1,0.003,apriori
latino foods,fresh vegetables,0.01535618028997241,0.7282141955039151,1.6398554592399757,0.005991830399592717,2.0454630324166687,2883,1,1,0.003,apriori
lunch meat,fresh vegetables,0.0598853746098369,0.5782246451347459,1.3020960684996876,0.013893856734478793,1.3180661445000024,11243,1,1,0.003,apriori
marinades meat preparation,fresh vegetables,0.011814085287255915,0.6668671076368009,1.5017088018849272,0.003946990633201138,1.6687869273090687,2218,1,1,0.003,apriori
meat counter,fresh vegetables,0.016448104313366217,0.7553816046966733,1.701033371663562,0.006778626578616992,2.2726329111227117,3088,1,1,0.003,apriori
milk,fresh vegetables,0.12531026621640337,0.5117128874388255,1.1523191627009388,0.016564121682378016,1.1385264970775097,23526,1,1,0.003,apriori
missing,fresh vegetables,0.012304119483120452,0.5762035420304316,1.297544774416491,0.002821502986395979,1.3117802317080367,2310,1,1,0.003,apriori
nuts seeds dried fruit,fresh vegetables,0.04189792374641796,0.5204101885544162,1.1719044946034378,0.006145928648390919,1.159173532391531,7866,1,1,0.003,apriori
oils vinegars,fresh vegetables,0.04249981357394723,0.6321001346748001,1.4234175370826343,0.01264222613614403,1.5110845864022298,7979,1,1,0.003,apriori
other creams cheeses,fresh vegetables,0.05205548039330571,0.601230390649031,1.3539023881353274,0.013607006670617677,1.394107782529328,9773,1,1,0.003,apriori
packaged cheese,fresh vegetables,0.1357980632996346,0.588187795593494,1.3245319490028156,0.03327274225934468,1.3499546878013382,25495,1,1,0.003,apriori
packaged meat,fresh vegetables,0.006551544140362838,0.6473684210526315,1.4577999796723458,0.0020574130992611923,1.5765117165395441,1230,1,1,0.003,apriori
packaged poultry,fresh vegetables,0.024107551853074966,0.6694275994675345,1.5074747379692441,0.008115541343133793,1.681712735052629,4526,1,1,0.003,apriori
packaged seafood,fresh vegetables,0.004112026078341554,0.6401326699834163,1.4415058920731014,0.0012594355333054568,1.5448132393867124,772,1,1,0.003,apriori
packaged vegetables fruits,fresh vegetables,0.23436950708951645,0.6407881515138276,1.4429819618513513,0.07194924593197607,1.547632179103262,44001,1,1,0.003,apriori
fresh vegetables,packaged vegetables fruits,0.23436950708951645,0.5277734464022261,1.4429819618513513,0.07194924593197607,1.3431012275783858,44001,1,1,0.003,apriori
pasta sauce,fresh vegetables,0.04069947055001012,0.6533002735978112,1.4711578362476192,0.013034545993839148,1.603485014543859,7641,1,1,0.003,apriori
pickled goods olives,fresh vegetables,0.021401710858518604,0.6788308835952018,1.5286498632369814,0.007401309999423528,1.7309504165764187,4018,1,1,0.003,apriori
poultry counter,fresh vegetables,0.029204972781796294,0.7504790583082398,1.689993395364162,0.011923856262697017,2.227980593785663,5483,1,1,0.003,apriori
prepared meals,fresh vegetables,0.013992606875392827,0.5148961191689534,1.1594874381381732,0.001924682363971461,1.1459974611623152,2627,1,1,0.003,apriori
prepared soups salads,fresh vegetables,0.00966219599237251,0.5037489586226048,1.1343853017203231,0.0011446350034214434,1.1202552125418852,1814,1,1,0.003,apriori
preserved dips spreads,fresh vegetables,0.018972845713798724,0.5943600867678959,1.338431245996549,0.004797410277313372,1.3704958454477036,3562,1,1,0.003,apriori
refrigerated,fresh vegetables,0.06575513204290995,0.4891821207798383,1.1015824413698816,0.006063610488572506,1.0883092359278241,12345,1,1,0.003,apriori
salad dressing toppings,fresh vegetables,0.016197760756783246,0.613228473482557,1.3809207046642384,0.00446807873950795,1.4373545561588645,3041,1,1,0.003,apriori
seafood counter,fresh vegetables,0.006972334373768256,0.7681924882629106,1.7298820229031122,0.002941808429538148,2.3982303751350647,1309,1,1,0.003,apriori
soap,fresh vegetables,0.009054979706192541,0.535264483627204,1.205354675908152,0.0015426848711721057,1.1962240806799413,1700,1,1,0.003,apriori
soup broth bouillon,fresh vegetables,0.055267334959678706,0.6640639999999999,1.495396522627772,0.018309020476934904,1.6548622827930484,10376,1,1,0.003,apriori
soy lactosefree,fresh vegetables,0.09419309477900523,0.5577317311634654,1.255948359406644,0.019195509031526337,1.2569923166652512,17684,1,1,0.003,apriori
specialty cheeses,fresh vegetables,0.015627829681158185,0.6483977900552487,1.4601180014699655,0.0049247018069555806,1.5811271946206507,2934,1,1,0.003,apriori
spices seasonings,fresh vegetables,0.03660875030627137,0.7033360622185837,1.583832735520041,0.013494724762247536,1.873931223288678,6873,1,1,0.003,apriori
spreads,fresh vegetables,0.04091252889603818,0.5231932429671003,1.1781716162829923,0.00618708794108383,1.1659394663192801,7681,1,1,0.003,apriori
tofu meat alternatives,fresh vegetables,0.023814596627286383,0.7262833008447044,1.6355073043046922,0.00925361205411705,2.031033610839195,4471,1,1,0.003,apriori
tortillas flat bread,fresh vegetables,0.036331774456434894,0.6449508320726173,1.4523558445379965,0.011316021882386996,1.5657769854176034,6821,1,1,0.003,apriori
yogurt,fresh vegetables,0.14455476132138786,0.5480411954765751,1.234126376331856,0.027423514397517598,1.230040902552109,27139,1,1,0.003,apriori
frozen appetizers sides,packaged vegetables fruits,0.02448040395862407,0.4721594411341689,1.2909280702143846,0.00551698955664379,1.2015902400434837,4596,1,1,0.003,apriori
frozen breads doughs,packaged vegetables fruits,0.006136080365608121,0.5039370078740157,1.3778109096404891,0.0016825807433637286,1.2785635572492005,1152,1,1,0.003,apriori
frozen breakfast,packaged vegetables fruits,0.029311501954810325,0.4799406942264085,1.3122027439010644,0.006973869991269553,1.2195687237801323,5503,1,1,0.003,apriori
frozen breakfast,yogurt,0.025790712786696635,0.42229199372056514,1.6010085517989974,0.009681671546588007,1.274404646663576,4842,1,1,0.003,apriori
frozen meals,packaged vegetables fruits,0.03164449084381758,0.4298531220606325,1.1752586372188571,0.004718936041088036,1.112429250028674,5941,1,1,0.003,apriori
frozen meat seafood,packaged vegetables fruits,0.009614257864516198,0.4581218274111675,1.25254792144447,0.0019384973607353981,1.1704624690862695,1805,1,1,0.003,apriori
frozen pizza,packaged vegetables fruits,0.018940886961894516,0.4437788593535505,1.213332905365813,0.0033302603332662044,1.140280398359449,3556,1,1,0.003,apriori
frozen produce,packaged vegetables fruits,0.06677781210384463,0.5468225236620577,1.4950639206221628,0.022112288989585144,1.3995577824333678,12537,1,1,0.003,apriori
frozen vegan vegetarian,packaged vegetables fruits,0.012325425317723258,0.497420464316423,1.359994070101998,0.0032625730680815625,1.2619854546397644,2314,1,1,0.003,apriori
fruit vegetable snacks,packaged vegetables fruits,0.021529545866135442,0.465132336018412,1.2717153076262062,0.004600013181400631,1.1858037165883213,4042,1,1,0.003,apriori
fruit vegetable snacks,yogurt,0.01885566362348329,0.40736478711162255,1.544415990749399,0.006646735629715284,1.2423051340959237,3540,1,1,0.003,apriori
